Ticker,Sector,Entry,EntryRaw,Close,MktCap_KRW_T,EV,Prob,RR,Score,VolRatio,RSI,ATR%,ADX,RS_vs_SPY,PctOff52H,Trigger,EntryHint,Invalidation,Reasons,MACDTrigger,Note,EntryPrice,StopPrice,TargetPrice,Shares,PosValue,Avg$Vol,P,Promoted
AZO,Consumer Cyclical,WATCH_BREAKOUT,WATCH_BREAKOUT,3882.47,896395.0,1.67,0.89,2.02,57,1.68,65.2,2.8,10.0,종목 4.8% vs SPY -0.8%,11.5,트리거: 3887.03 상향 돌파(20D High),3887.03 돌파+거래량 동반 시,SMA50(3592.54) 이탈 또는 Stop 3665.09,"20D high 근접, Vol 1.7x, MACD 완만개선, RSI 65",,현재 Vol 1.68x,3882.47,3665.09,4321.06,1.0,3882.0,527517921,3,False
HON,Industrials,WATCH_BREAKOUT,WATCH_BREAKOUT,248.04,2351727.0,1.26,0.75,2.02,40,0.94,65.6,1.84,70.3,종목 9.0% vs SPY -0.8%,0.1,트리거: 246.00 상향 돌파(20D High),246.00 돌파+거래량 동반 시,SMA50(220.93) 이탈 또는 Stop 238.89,"20D high 근접, RSI 66",,현재 Vol 0.94x,248.04,238.89,266.51,45.0,11162.0,928547029,3,False
WPM,Basic Materials,WATCH_BREAKOUT,WATCH_BREAKOUT,165.72,971056.0,1.14,0.71,2.02,33,1.14,73.0,3.62,23.8,종목 25.7% vs SPY -0.8%,0.0,트리거: 164.39 상향 돌파(20D High),164.39 돌파+거래량 동반 시,SMA50(136.86) 이탈 또는 Stop 153.73,"20D high 근접, MACD 완만개선",,현재 Vol 1.14x,165.72,153.73,189.98,34.0,5634.0,334774484,3,False
AGI,Basic Materials,WATCH_BREAKOUT,WATCH_BREAKOUT,55.33,278123.0,1.06,0.68,2.02,33,0.89,73.4,4.71,29.3,종목 49.9% vs SPY -0.8%,0.1,트리거: 54.37 상향 돌파(20D High),54.37 돌파+거래량 동반 시,SMA50(42.57) 이탈 또는 Stop 50.11,"20D high 근접, MACD 완만개선",,현재 Vol 0.89x,55.33,50.11,65.87,79.0,4371.0,207296332,3,False
CLH,Industrials,WATCH_BREAKOUT,WATCH_BREAKOUT,297.02,214998.0,1.06,0.68,2.02,33,0.76,73.7,3.1,53.2,종목 14.3% vs SPY -0.8%,0.2,트리거: 294.94 상향 돌파(20D High),294.94 돌파+거래량 동반 시,SMA50(260.19) 이탈 또는 Stop 278.61,"20D high 근접, MACD 완만개선",,현재 Vol 0.76x,297.02,278.61,334.12,22.0,6534.0,162183075,3,False
DAR,Consumer Defensive,WATCH_BREAKOUT,WATCH_BREAKOUT,54.2,112735.0,0.96,0.65,2.02,30,0.57,95.5,2.83,75.8,종목 18.7% vs SPY -0.8%,0.1,트리거: 53.71 상향 돌파(20D High),53.71 돌파+거래량 동반 시,SMA50(43.57) 이탈 또는 Stop 51.13,20D high 근접,,현재 Vol 0.57x,54.2,51.13,60.4,135.0,7317.0,131416048,3,False
MPC,Energy,WATCH_BREAKOUT,WATCH_BREAKOUT,209.82,893367.0,1.67,0.89,2.01,57,1.52,55.1,3.54,36.0,종목 19.1% vs SPY -0.8%,0.3,트리거: 210.32 상향 돌파(20D High) | 품질: close_not_confirm(need>210.53),210.32 위 '종가확인' + 거래량 유지 시,SMA50(182.38) 이탈 또는 Stop 194.98,"20D high 근접, Vol 1.5x, MACD 완만개선, RSI 55",,"돌파 품질 미충족: close_not_confirm(need>210.53) (Vol 1.52x, 기준 1.5x)",209.82,194.98,239.67,27.0,5665.0,490347278,3,False
PCG,Utilities,WATCH_BREAKOUT,WATCH_BREAKOUT,19.11,584357.0,0.93,0.64,2.01,30,0.85,91.3,2.21,80.1,종목 23.9% vs SPY -0.8%,0.2,트리거: 19.09 상향 돌파(20D High),19.09 돌파+거래량 동반 시,SMA50(16.39) 이탈 또는 Stop 18.26,20D high 근접,,현재 Vol 0.85x,19.11,18.26,20.81,490.0,9364.0,373257955,3,False
OR,Basic Materials,WATCH_BREAKOUT,WATCH_BREAKOUT,47.73,117488.0,1.29,0.76,2.0,43,0.81,66.9,4.14,29.9,종목 21.0% vs SPY -0.8%,0.7,트리거: 48.06 상향 돌파(20D High),48.06 돌파+거래량 동반 시,SMA50(41.04) 이탈 또는 Stop 43.78,"20D high 근접, MACD 완만개선, RSI 67",,현재 Vol 0.81x,47.73,43.78,55.61,105.0,5012.0,50903889,3,False
TPH,Consumer Cyclical,WATCH_BREAKOUT,WATCH_BREAKOUT,46.44,59404.0,0.93,0.64,2.0,30,0.79,95.8,2.37,81.4,종목 39.3% vs SPY -0.8%,0.4,트리거: 46.62 상향 돌파(20D High),46.62 돌파+거래량 동반 시,SMA50(36.52) 이탈 또는 Stop 44.24,20D high 근접,,현재 Vol 0.79x,46.44,44.24,50.84,188.0,8731.0,174319369,3,False
BRX,Real Estate,WATCH_BREAKOUT,WATCH_BREAKOUT,30.63,131467.0,0.93,0.64,2.0,30,0.54,79.4,1.68,79.5,종목 14.3% vs SPY -0.8%,0.2,트리거: 30.68 상향 돌파(20D High),30.68 돌파+거래량 동반 시,SMA50(27.29) 이탈 또는 Stop 29.60,20D high 근접,,현재 Vol 0.54x,30.63,29.6,32.69,402.0,12313.0,98672876,3,False
VLO,Energy,WATCH_BREAKOUT,WATCH_BREAKOUT,214.91,921777.0,1.78,0.93,1.99,66,1.97,65.3,3.02,42.1,종목 18.5% vs SPY -0.8%,0.6,트리거: 206.77 상향 돌파(20D High) | 품질: gap_atr_high(1.60),206.77 위 '종가확인' + 거래량 유지 시,SMA50(185.69) 이탈 또는 Stop 201.94,"20D high 근접, Vol 2.0x, MACD 상향크로스, RSI 65",CROSS_UP,"돌파 품질 미충족: gap_atr_high(1.60) (Vol 1.97x, 기준 1.5x)",214.91,201.94,240.72,32.0,6877.0,555899530,3,False
FRT,Real Estate,WATCH_BREAKOUT,WATCH_BREAKOUT,110.34,133183.0,1.36,0.79,1.99,43,0.74,64.7,2.05,32.3,종목 9.1% vs SPY -0.8%,0.4,트리거: 109.94 상향 돌파(20D High),109.94 돌파+거래량 동반 시,SMA50(103.39) 이탈 또는 Stop 105.81,"20D high 근접, MACD 완만개선, RSI 65",,현재 Vol 0.74x,110.34,105.81,119.33,91.0,10041.0,100620445,3,False
SUI,Real Estate,WATCH_BREAKOUT,WATCH_BREAKOUT,137.18,246339.0,0.96,0.65,1.99,33,0.57,84.3,2.17,27.2,종목 7.7% vs SPY -0.8%,0.5,트리거: 137.84 상향 돌파(20D High),137.84 돌파+거래량 동반 시,SMA50(126.88) 이탈 또는 Stop 131.22,"20D high 근접, MACD 완만개선",,현재 Vol 0.57x,137.18,131.22,149.01,69.0,9465.0,130696417,3,False
LNT,Utilities,WATCH_BREAKOUT,WATCH_BREAKOUT,72.33,267907.0,0.92,0.64,1.99,30,0.76,77.0,1.89,45.9,종목 9.7% vs SPY -0.8%,0.4,트리거: 72.40 상향 돌파(20D High),72.40 돌파+거래량 동반 시,SMA50(67.32) 이탈 또는 Stop 69.60,20D high 근접,,현재 Vol 0.76x,72.33,69.6,77.76,151.0,10922.0,238819332,3,False
VZ,Communication Services,WATCH_BREAKOUT,WATCH_BREAKOUT,49.98,3025724.0,1.2,0.75,1.94,40,0.67,68.4,2.01,60.3,종목 12.3% vs SPY -0.8%,1.0,트리거: 50.48 상향 돌파(20D High),50.48 돌파+거래량 동반 시,SMA50(43.37) 이탈 또는 Stop 47.98,"20D high 근접, RSI 68",,현재 Vol 0.67x,49.98,47.98,53.86,207.0,10346.0,1701817323,3,False
ADM,Consumer Defensive,WATCH_BREAKOUT,WATCH_BREAKOUT,69.61,482779.0,1.11,0.72,1.94,18,0.6,61.6,2.72,21.5,종목 3.4% vs SPY -0.8%,1.2,트리거: 70.09 상향 돌파(20D High),70.09 돌파+거래량 동반 시,SMA50(64.58) 이탈 또는 Stop 65.82,"MACD 완만개선, RSI 62",,현재 Vol 0.60x,69.61,65.82,76.97,109.0,7587.0,253823581,3,False
